latitude,longitude,depth,SampleID,Location_Code,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium,Cochlodinium,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton
36.958,-122.017,0,,SCW,2014-06-25T16:20:00Z,16.7,NaN,NaN,NaN,8.06,8.53,8.3,NaN,NaN,NaN,0.03,1.2,NaN,NaN,0.49,0.08,250,,0,,NaN,NaN,180,400,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-07-02T16:10:00Z,14.1,NaN,NaN,NaN,5.46,5.49,5.47,NaN,NaN,NaN,0.06,1.64,NaN,NaN,0.82,0.05,250,,0,,NaN,NaN,2360,540,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-07-09T16:50:00Z,15.6,NaN,NaN,NaN,3.21,3.06,3.13,NaN,NaN,NaN,0.89,23.07,NaN,NaN,5.37,1.78,250,,0.04,,NaN,NaN,740,310,NaN,NaN,NaN,5550,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-07-16T16:25:00Z,16.6,NaN,NaN,NaN,2.71,2.6,2.66,NaN,NaN,NaN,0.53,5.27,NaN,NaN,3.81,0.53,250,,0.12,,NaN,NaN,1200,330,NaN,NaN,NaN,10400,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-07-23T16:20:00Z,18,NaN,NaN,NaN,9.41,9.41,9.41,NaN,NaN,NaN,0.58,6.31,NaN,NaN,9.57,1.49,250,,0,,NaN,NaN,260,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-07-30T16:10:00Z,17.8,NaN,NaN,NaN,8.53,8.26,8.4,NaN,NaN,NaN,0.8,14.38,NaN,NaN,6.68,2.12,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-08-06T15:45:00Z,17.9,NaN,NaN,NaN,6.79,6.72,6.75,NaN,NaN,NaN,0.47,8.98,NaN,NaN,3.36,0.72,250,,0,,NaN,NaN,0,900,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-08-13T17:30:00Z,18.7,NaN,NaN,NaN,12.1,11.89,11.99,NaN,NaN,NaN,0.4,7.53,NaN,NaN,0.73,0.03,250,,0,,NaN,NaN,0,330,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-08-20T16:00:00Z,17.4,NaN,NaN,NaN,7.93,8.0,7.96,NaN,NaN,NaN,0.7,8.79,NaN,NaN,1.75,0.54,250,,0,,NaN,NaN,0,320,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-08-27T15:45:00Z,17.9,NaN,NaN,NaN,4.98,4.76,4.87,NaN,NaN,NaN,0.7,9.84,NaN,NaN,3.19,0.93,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-09-03T16:00:00Z,18.2,NaN,NaN,NaN,3.02,3.07,3.05,NaN,NaN,NaN,0.91,10.94,NaN,NaN,6.33,1.34,250,,0,,NaN,NaN,0,20,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-09-10T15:45:00Z,17.1,NaN,NaN,NaN,4.74,4.25,4.5,NaN,NaN,NaN,1.04,10.27,NaN,NaN,5.62,1.62,250,,0,,NaN,NaN,0,30,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-09-17T16:15:00Z,17.5,NaN,NaN,NaN,6.83,7.04,6.94,NaN,NaN,NaN,1.05,10.24,NaN,NaN,4.12,1.5,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-09-24T16:15:00Z,18.5,NaN,NaN,NaN,10.86,11.54,11.2,NaN,NaN,NaN,0.5,10.21,NaN,NaN,1.34,0.07,250,,0,,NaN,NaN,500,690,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-10-01T15:50:00Z,17.8,NaN,NaN,NaN,4.85,4.96,4.9,NaN,NaN,NaN,0.61,11.38,NaN,NaN,4.79,1.05,250,,0,,NaN,NaN,820,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-10-08T15:12:00Z,17.1,NaN,NaN,NaN,4.85,4.9,4.87,NaN,NaN,NaN,0.17,7.42,NaN,NaN,1.16,0.04,250,,0,,NaN,NaN,170,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-10-15T14:40:00Z,16,NaN,NaN,NaN,2.6,2.66,2.63,NaN,NaN,NaN,0.95,9.11,NaN,NaN,5.58,2.68,250,,0,,NaN,NaN,2700,867,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-10-22T14:30:00Z,14.9,NaN,NaN,NaN,2.01,2.11,2.06,NaN,NaN,NaN,0.56,8.43,NaN,NaN,5.0,2.46,250,,0,,NaN,NaN,60,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-10-29T14:35:00Z,15.3,NaN,NaN,NaN,2.48,2.62,2.55,NaN,NaN,NaN,1.42,14.39,NaN,NaN,4.04,1.93,250,,0,,NaN,NaN,0,20,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-11-05T15:30:00Z,14.5,NaN,NaN,NaN,50.59,49.97,50.28,NaN,NaN,NaN,0.37,18.36,NaN,NaN,0.42,0.84,250,,0,,NaN,NaN,1030,1190,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-11-12T15:30:00Z,15,NaN,NaN,NaN,11.92,11.23,11.58,NaN,NaN,NaN,1.34,13.42,NaN,NaN,4.1,1.99,250,,0,,NaN,NaN,3380,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-11-19T15:40:00Z,14.1,NaN,NaN,NaN,6.5,5.88,6.19,NaN,NaN,NaN,0.71,13.32,NaN,NaN,6.29,1.85,250,,0,,NaN,NaN,680,270,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-11-26T15:50:00Z,13.4,NaN,NaN,NaN,7.88,8.3,8.09,NaN,NaN,NaN,0.61,16.17,NaN,NaN,3.85,2.42,250,,0,,NaN,NaN,1290,200,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-12-03T15:50:00Z,15,NaN,NaN,NaN,4.82,5.53,5.17,NaN,NaN,NaN,0.76,17.75,NaN,NaN,3.13,5.06,250,,0,,NaN,NaN,270,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-12-10T15:45:00Z,14.7,NaN,NaN,NaN,3.13,3.14,3.13,NaN,NaN,NaN,0.69,18.25,NaN,NaN,4.96,3.07,250,,0,,NaN,NaN,0,10,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2014-12-17T16:05:00Z,14.1,NaN,NaN,NaN,0.89,1.0,0.94,NaN,NaN,NaN,0.51,13.73,NaN,NaN,3.19,3.6,250,,0,,NaN,NaN,0,30,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-01-07T17:25:00Z,13.4,NaN,NaN,NaN,0.66,1.04,0.85,NaN,NaN,NaN,0.4,13.83,NaN,NaN,3.88,6.75,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-01-14T16:40:00Z,12.3,NaN,NaN,NaN,1.87,0.68,1.28,NaN,NaN,NaN,0.43,8.99,NaN,NaN,3.39,1.12,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-01-21T16:35:00Z,13,NaN,NaN,NaN,1.53,1.59,1.56,NaN,NaN,NaN,0.47,7.17,NaN,NaN,3.2,1.96,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-01-28T16:45:00Z,13.5,NaN,NaN,NaN,1.23,1.08,1.16,NaN,NaN,NaN,0.51,9.95,NaN,NaN,3.1,3.32,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-02-04T16:30:00Z,13.3,NaN,NaN,NaN,1.69,1.71,1.7,NaN,NaN,NaN,0.62,9.2,NaN,NaN,4.93,3.77,250,,0,,NaN,NaN,20,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-02-11T16:25:00Z,13.3,NaN,NaN,NaN,1.52,1.61,1.56,NaN,NaN,NaN,0.77,38.56,NaN,NaN,3.6,5.66,250,,0,,NaN,NaN,0,10,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-02-18T16:30:00Z,14.9,NaN,NaN,NaN,1.89,1.81,1.85,NaN,NaN,NaN,0.47,9.84,NaN,NaN,4.0,2.26,250,,0,,NaN,NaN,0,10,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-02-25T16:30:00Z,14.1,NaN,NaN,NaN,1.72,1.84,1.78,NaN,NaN,NaN,0.61,11.77,NaN,NaN,4.76,3.01,250,,0,,NaN,NaN,0,70,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-03-04T16:30:00Z,13.7,NaN,NaN,NaN,4.28,4.31,4.29,NaN,NaN,NaN,0.67,9.48,NaN,NaN,4.57,4.23,250,,0,,NaN,NaN,10,60,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-03-11T15:30:00Z,13.3,NaN,NaN,NaN,4.01,3.38,3.69,NaN,NaN,NaN,0.35,6.64,NaN,NaN,2.0,0.85,250,,0,,NaN,NaN,0,50,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-03-18T15:30:00Z,13.4,NaN,NaN,NaN,2.41,2.37,2.39,NaN,NaN,NaN,0.5,6.25,NaN,NaN,3.58,1.38,250,,0,,NaN,NaN,0,410,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-03-25T15:30:00Z,13.5,NaN,NaN,NaN,1.83,1.85,1.84,NaN,NaN,NaN,0.67,12.26,NaN,NaN,3.77,6.17,250,,0,,NaN,NaN,0,50,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-04-01T15:25:00Z,12.3,NaN,NaN,NaN,4.26,4.24,4.25,NaN,NaN,NaN,0.43,10.22,NaN,NaN,1.67,4.74,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,660,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-04-08T15:30:00Z,12.4,NaN,NaN,NaN,13.77,13.92,13.85,NaN,NaN,NaN,0.36,6.77,NaN,NaN,1.85,1.27,250,,0.02,,NaN,NaN,80,260,NaN,NaN,NaN,26200,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-04-15T16:00:00Z,11.7,NaN,NaN,NaN,1.96,2.11,2.04,NaN,NaN,NaN,1.02,18.21,NaN,NaN,6.14,10.95,250,,0.01,,NaN,NaN,20,220,NaN,NaN,NaN,27250,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-04-22T15:45:00Z,11.5,NaN,NaN,NaN,5.96,5.3,5.63,NaN,NaN,NaN,0.69,13.81,NaN,NaN,7.74,8.38,250,,0.62,,NaN,NaN,20,500,NaN,NaN,NaN,122600,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-04-29T15:15:00Z,13.5,NaN,NaN,NaN,5.92,5.06,5.49,NaN,NaN,NaN,0.09,8.89,NaN,NaN,2.61,0.65,250,,3.42,,NaN,NaN,0,NaN,NaN,NaN,NaN,198000,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-05-06T15:30:00Z,13.3,NaN,NaN,NaN,8.34,8.79,8.57,NaN,NaN,NaN,0.0,2.64,NaN,NaN,0.7,0.5,250,,3.18,,NaN,NaN,0,7100,NaN,NaN,NaN,154650,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-05-13T15:15:00Z,11.3,NaN,NaN,NaN,1.59,1.64,1.61,NaN,NaN,NaN,0.97,16.86,NaN,NaN,6.18,13.21,250,,0.31,,NaN,NaN,0,100,NaN,NaN,NaN,23550,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-05-20T15:15:00Z,12.1,NaN,NaN,NaN,10.86,10.48,10.67,NaN,NaN,NaN,0.38,10.1,NaN,NaN,3.15,8.36,250,,3.87,,NaN,NaN,110,NaN,NaN,NaN,NaN,444200,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-05-27T15:15:00Z,12.9,NaN,NaN,NaN,12.09,11.19,11.64,NaN,NaN,NaN,0.18,3.6,NaN,NaN,2.25,1.04,250,,6.63,,NaN,NaN,0,NaN,NaN,NaN,NaN,491450,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-06-03T15:30:00Z,15.8,NaN,NaN,NaN,4.82,4.64,4.73,NaN,NaN,NaN,0.0,2.88,NaN,NaN,5.07,1.35,250,,0.06,,NaN,NaN,540,550,NaN,NaN,NaN,4250,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-06-10T15:15:00Z,16,NaN,NaN,NaN,5.09,5.38,5.24,NaN,NaN,NaN,0.14,6.08,NaN,NaN,2.83,1.2,250,,0.54,,NaN,NaN,310,1350,NaN,NaN,NaN,14350,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-06-17T15:30:00Z,15.2,NaN,NaN,NaN,3.63,3.5,3.57,NaN,NaN,NaN,0.16,3.18,NaN,NaN,3.7,1.09,250,,0.82,,NaN,NaN,600,3750,NaN,NaN,NaN,48500,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-06-24T15:15:00Z,15.6,NaN,NaN,NaN,9.95,8.05,9.0,NaN,NaN,NaN,0.0,3.82,NaN,NaN,0.34,0.3,250,,0.57,,NaN,NaN,50,1200,NaN,NaN,NaN,29650,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-07-01T15:30:00Z,16.4,NaN,NaN,NaN,4.78,5.14,4.96,NaN,NaN,NaN,0.0,3.14,NaN,NaN,0.47,0.0,250,,0.16,,NaN,NaN,70,NaN,NaN,NaN,NaN,750,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-07-08T15:45:00Z,17.4,NaN,NaN,NaN,3.85,4.18,4.02,NaN,NaN,NaN,0.0,6.65,NaN,NaN,0.53,0.07,250,,0.02,,NaN,NaN,50,3100,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-07-15T15:15:00Z,18.5,NaN,NaN,NaN,3.79,3.66,3.72,NaN,NaN,NaN,0.0,4.55,NaN,NaN,1.08,0.0,250,,0,,NaN,NaN,0,5900,NaN,NaN,NaN,200,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-07-22T14:50:00Z,17.9,NaN,NaN,NaN,2.15,2.19,2.17,NaN,NaN,NaN,0.0,3.97,NaN,NaN,1.0,0.2,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-07-29T15:25:00Z,17.9,NaN,NaN,NaN,7.14,7.43,7.28,NaN,NaN,NaN,0.07,5.79,NaN,NaN,4.92,0.5,250,,0.08,,NaN,NaN,50,NaN,NaN,NaN,NaN,2850,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-08-05T15:20:00Z,17.3,NaN,NaN,NaN,5.98,NaN,5.98,NaN,NaN,NaN,0.12,3.69,NaN,NaN,2.56,0.42,250,,0.29,,NaN,NaN,90,200,NaN,NaN,NaN,26000,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-08-12T15:25:00Z,17.4,NaN,NaN,NaN,6.79,6.45,6.62,NaN,NaN,NaN,0.01,4.66,NaN,NaN,2.55,1.26,250,,0,,NaN,NaN,30,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-08-19T15:15:00Z,17,NaN,NaN,NaN,4.08,4.25,4.16,NaN,NaN,NaN,0.28,7.75,NaN,NaN,3.31,1.9,250,,0.03,,NaN,NaN,260,160,NaN,NaN,NaN,450,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-08-26T15:20:00Z,17.7,NaN,NaN,NaN,3.14,3.17,3.15,NaN,NaN,NaN,0.0,2.68,NaN,NaN,0.4,0.0,250,,0,,NaN,NaN,10,NaN,NaN,NaN,NaN,1050,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-09-02T15:30:00Z,16.9,NaN,NaN,NaN,4.63,4.68,4.66,NaN,NaN,NaN,0.2,8.05,NaN,NaN,2.11,1.22,250,,0.02,,NaN,NaN,0,NaN,NaN,NaN,NaN,4100,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-09-09T15:15:00Z,17.3,NaN,NaN,NaN,6.9,7.09,7.0,NaN,NaN,NaN,0.0,2.66,NaN,NaN,0.45,0.17,250,,0.04,,NaN,NaN,20,600,NaN,NaN,NaN,1300,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-09-16T15:15:00Z,14.6,NaN,NaN,NaN,1.45,1.4,1.43,NaN,NaN,NaN,0.39,6.28,NaN,NaN,4.66,1.73,250,,0.51,,NaN,NaN,0,100,NaN,NaN,NaN,28000,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-09-23T15:30:00Z,17.6,NaN,NaN,NaN,3.32,3.16,3.24,NaN,NaN,NaN,0.17,2.59,NaN,NaN,2.2,0.32,250,,0.05,,NaN,NaN,20,110,NaN,NaN,NaN,150,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-09-30T15:15:00Z,17.6,NaN,NaN,NaN,3.38,3.05,3.22,NaN,NaN,NaN,0.17,6.3,NaN,NaN,2.3,0.48,250,,0,,NaN,NaN,0,20,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-10-07T15:30:00Z,16.7,NaN,NaN,NaN,5.13,5.62,5.38,NaN,NaN,NaN,0.18,6.9,NaN,NaN,1.57,0.35,250,,0,,NaN,NaN,0,40,NaN,NaN,NaN,450,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-10-14T15:30:00Z,17.8,NaN,NaN,NaN,3.11,NaN,3.11,NaN,NaN,NaN,0.55,9.83,NaN,NaN,5.32,1.1,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-10-21T15:30:00Z,16.9,NaN,NaN,NaN,2.71,3.39,3.05,NaN,NaN,NaN,0.17,5.57,NaN,NaN,2.89,0.5,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-10-28T16:00:00Z,17.8,NaN,NaN,NaN,4.15,4.35,4.25,NaN,NaN,NaN,0.9,11.59,NaN,NaN,6.19,2.17,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-11-04T16:40:00Z,14.8,NaN,NaN,NaN,2.12,2.13,2.12,NaN,NaN,NaN,0.58,10.94,NaN,NaN,2.68,4.95,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-11-11T16:25:00Z,13.3,NaN,NaN,NaN,3.61,4.06,3.84,NaN,NaN,NaN,0.61,11.44,NaN,NaN,2.68,2.74,250,,0,,NaN,NaN,0,10,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-11-18T16:40:00Z,13.7,NaN,NaN,NaN,1.85,1.88,1.87,NaN,NaN,NaN,1.26,10.99,NaN,NaN,4.34,5.21,250,,0.01,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-11-25T15:10:00Z,11.4,NaN,NaN,NaN,4.36,4.07,4.21,NaN,NaN,NaN,1.4,10.19,NaN,NaN,6.26,4.34,250,,0.01,,NaN,NaN,0,0,NaN,NaN,NaN,2050,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-12-02T16:45:00Z,12.2,NaN,NaN,NaN,1.95,2.11,2.03,NaN,NaN,NaN,0.98,7.23,NaN,NaN,4.13,2.33,250,,0,,NaN,NaN,0,20,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-12-09T16:20:00Z,14.1,NaN,NaN,NaN,1.45,1.29,1.37,NaN,NaN,NaN,0.87,4.89,NaN,NaN,3.44,1.33,250,,0,,NaN,NaN,0,40,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2015-12-16T16:30:00Z,11.8,NaN,NaN,NaN,1.24,1.4,1.32,NaN,NaN,NaN,0.89,10.24,NaN,NaN,5.47,2.64,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-01-06T16:30:00Z,11.7,NaN,NaN,NaN,1.97,1.89,1.93,NaN,NaN,NaN,0.9,12.55,NaN,NaN,2.0,5.01,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-01-13T16:30:00Z,14.8,NaN,NaN,NaN,0.86,0.65,0.76,NaN,NaN,NaN,0.85,7.65,NaN,NaN,3.09,4.45,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-01-20T16:30:00Z,14.1,NaN,NaN,NaN,1.03,0.78,0.91,NaN,NaN,NaN,0.88,10.79,NaN,NaN,2.67,3.8,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-01-27T16:30:00Z,13.4,NaN,NaN,NaN,0.95,0.94,0.95,NaN,NaN,NaN,0.98,9.41,NaN,NaN,4.24,3.3,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-02-03T16:30:00Z,11.4,NaN,NaN,NaN,0.79,0.74,0.76,NaN,NaN,NaN,1.01,23.1,NaN,NaN,2.85,5.21,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-02-10T16:30:00Z,12.6,NaN,NaN,NaN,1.83,1.59,1.71,NaN,NaN,NaN,0.93,12.67,NaN,NaN,2.76,4.17,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-02-17T16:30:00Z,13.6,NaN,NaN,NaN,2.59,2.52,2.56,NaN,NaN,NaN,1.0,12.67,NaN,NaN,3.89,5.74,250,,0,,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-02-24T16:30:00Z,13.5,NaN,NaN,NaN,2.84,2.94,2.89,NaN,NaN,NaN,0.7,8.52,NaN,NaN,2.31,2.96,250,,0,,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-03-02T16:30:00Z,13.3,NaN,NaN,NaN,2.47,2.32,2.4,NaN,NaN,NaN,0.79,8.38,NaN,NaN,2.61,2.47,250,,0,,NaN,NaN,190,20,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-03-09T16:30:00Z,13.9,NaN,NaN,NaN,1.41,1.44,1.43,NaN,NaN,NaN,0.9,24.05,NaN,NaN,2.81,2.95,250,,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-03-16T15:30:00Z,12.9,NaN,NaN,NaN,1.27,1.47,1.37,NaN,NaN,NaN,1.0,31.7,NaN,NaN,3.6,4.63,250,,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-03-23T15:30:00Z,13.2,NaN,NaN,NaN,2.7,2.46,2.58,NaN,NaN,NaN,0.82,12.17,NaN,NaN,2.26,2.98,250,,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36.958,-122.017,0,,SCW,2016-03-30T15:30:00Z,11.5,NaN,NaN,NaN,2.24,2.27,2.25,NaN,NaN,NaN,1.2,25.41,NaN,NaN,0.72,11.5,250,,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
